time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1968-05-21T04:11:26.280Z,41.162,143.667,30,5.6,mw,,,,,iscgem,iscgem822432,2022-04-26T22:33:35.162Z,"169 km SE of Shizunai-furukawach?, Japan",earthquake,,12.2,0.27,,reviewed,iscgem,iscgem
1968-05-20T06:53:36.140Z,40.432,143.787,23.2,5.53,mw,,,,,iscgem,iscgem822390,2022-04-26T22:33:27.098Z,"180 km ENE of Miyako, Japan",earthquake,,5.2,0.52,,reviewed,iscgem,iscgem
1968-05-20T03:16:20.020Z,40.15,144.063,15,5.87,mw,,,,,iscgem,iscgem822379,2022-04-26T22:33:21.992Z,"189 km ENE of Miyako, Japan",earthquake,,3.5,0.22,,reviewed,iscgem,iscgem
1968-05-19T22:16:49.360Z,40.941,143.458,37.4,6.07,mw,,,,,iscgem,iscgem822368,2022-04-26T22:33:15.713Z,"172 km ENE of Hachinohe, Japan",earthquake,,5,0.2,,reviewed,iscgem,iscgem
1968-05-19T04:12:38.290Z,35.626,141.955,20,6.35,mw,,,,,iscgem,iscgem822332,2022-04-26T22:33:09.122Z,"102 km E of Hasaki, Japan",earthquake,,3.8,0.2,,reviewed,iscgem,iscgem
1968-05-17T18:17:09.790Z,39.684,143.366,34.9,6.06,mw,,,,,iscgem,iscgem822266,2022-04-26T22:32:51.939Z,"122 km E of Miyako, Japan",earthquake,,12.9,0.34,,reviewed,iscgem,iscgem
1968-05-17T16:02:24.980Z,40.699,144.192,20,6.35,mw,,,,,iscgem,iscgem822260,2022-04-26T22:32:50.591Z,"",earthquake,,9.7,0.28,,reviewed,iscgem,iscgem
1968-05-17T13:02:39.130Z,41.509,142.979,45.2,5.55,mw,,,,,iscgem,iscgem822247,2022-04-26T22:32:49.433Z,"104 km SSE of Shizunai-furukawach?, Japan",earthquake,,5.2,0.26,,reviewed,iscgem,iscgem
1968-05-17T10:42:47.360Z,39.698,143.516,27.8,6.13,mw,,,,,iscgem,iscgem822237,2022-04-26T22:32:48.064Z,"135 km E of Miyako, Japan",earthquake,,4,0.37,,reviewed,iscgem,iscgem
1968-05-16T23:04:58.230Z,39.808,143.233,43,6.5,mw,,,,,iscgem,iscgem822187,2022-04-26T22:32:42.920Z,"112 km E of Miyako, Japan",earthquake,,4.8,0.3,,reviewed,iscgem,iscgem
1968-05-16T20:22:16.930Z,41.506,142.717,37.1,6.09,mw,,,,,iscgem,iscgem822175,2022-04-26T22:32:37.714Z,"96 km SSE of Shizunai-furukawach?, Japan",earthquake,,4.9,0.2,,reviewed,iscgem,iscgem
1968-05-16T19:16:48.810Z,41.35,142.614,43.3,6.09,mw,,,,,iscgem,iscgem822166,2022-04-26T22:32:35.117Z,"111 km S of Shizunai-furukawach?, Japan",earthquake,,5.2,0.23,,reviewed,iscgem,iscgem
1968-05-16T18:43:22.750Z,40.82,142.198,59.3,5.73,mw,,,,,iscgem,iscgem822165,2022-04-26T22:32:33.647Z,"68 km ENE of Hachinohe, Japan",earthquake,,5.1,0.67,,reviewed,iscgem,iscgem
1968-05-16T16:13:46.910Z,39.856,143.745,25,6.46,mw,,,,,iscgem,iscgem822151,2022-04-26T22:32:27.523Z,"156 km E of Miyako, Japan",earthquake,,3.8,0.42,,reviewed,iscgem,iscgem
1968-05-16T14:03:20.990Z,39.689,142.744,36.4,5.49,mw,,,,,iscgem,iscgem822125,2022-04-26T22:32:22.162Z,"69 km E of Miyako, Japan",earthquake,,5,0.22,,reviewed,iscgem,iscgem
1968-05-16T10:39:02.530Z,41.508,142.888,25,7.9,mw,,,,,iscgem,iscgem822083,2022-04-26T22:32:21.054Z,"101 km SSE of Shizunai-furukawach?, Japan",earthquake,,4,0.35,,reviewed,iscgem,iscgem
1968-05-16T08:58:14.630Z,41.444,142.815,29.3,6.07,mw,,,,,iscgem,iscgem822073,2022-04-26T22:32:19.881Z,"105 km SSE of Shizunai-furukawach?, Japan",earthquake,,3.9,0.21,,reviewed,iscgem,iscgem
1968-05-16T06:36:52.060Z,41.097,143.204,30,5.8,mw,,,,,iscgem,iscgem822047,2022-04-26T22:32:17.397Z,"154 km SSE of Shizunai-furukawach?, Japan",earthquake,,3.9,0.34,,reviewed,iscgem,iscgem
1968-05-16T01:04:56.110Z,41.11,143.5,25,5.99,mw,,,,,iscgem,iscgem821948,2022-04-26T22:32:16.296Z,"165 km SE of Shizunai-furukawach?, Japan",earthquake,,12.2,0.54,,reviewed,iscgem,iscgem
1968-05-16T00:49:02.070Z,40.86,143.435,29.9,8.2,mw,,,,,iscgem,iscgem821946,2022-04-26T22:32:14.789Z,"168 km ENE of Hachinohe, Japan",earthquake,,12.2,0.3,,reviewed,iscgem,iscgem
1968-05-14T14:05:06.610Z,29.938,129.445,160.1,6.66,mw,,,,,iscgem,iscgem821902,2022-04-26T22:32:05.962Z,"101 km WSW of Kurio, Japan",earthquake,,4.9,0.1,,reviewed,iscgem,iscgem
1968-05-01T08:43:46.960Z,38.63,143.249,20.9,5.53,mw,,,,,iscgem,iscgem821468,2022-04-26T22:31:45.670Z,"139 km ESE of Kamaishi, Japan",earthquake,,4.5,0.32,,reviewed,iscgem,iscgem
1968-04-21T08:34:03.630Z,38.621,143.286,25,6.26,mw,,,,,iscgem,iscgem824168,2022-04-26T22:35:14.222Z,"142 km ESE of Kamaishi, Japan",earthquake,,3.8,0.38,,reviewed,iscgem,iscgem
1968-04-14T08:37:11.570Z,33.514,141.763,24.2,5.62,mw,,,,,iscgem,iscgem823906,2022-04-26T22:34:57.320Z,"224 km SE of Katsuura, Japan",earthquake,,34.3,0.33,,reviewed,iscgem,iscgem
1968-04-01T07:13:19.040Z,32.241,132.136,30,6.75,mw,,,,,iscgem,iscgem823402,2022-04-26T22:34:32.965Z,"58 km SE of Nobeoka, Japan",earthquake,,3.9,0.42,,reviewed,iscgem,iscgem
1968-04-01T00:42:07.090Z,32.449,132.269,34.2,7.5,mw,,,,,iscgem,iscgem823387,2022-04-26T22:34:30.268Z,"58 km ESE of Nobeoka, Japan",earthquake,,4.5,0.2,,reviewed,iscgem,iscgem
1968-03-22T20:34:46.910Z,37.478,142.443,20,5.53,mw,,,,,iscgem,iscgem825285,2022-04-26T22:36:58.890Z,"127 km E of Namie, Japan",earthquake,,3.9,0.49,,reviewed,iscgem,iscgem
1968-02-28T12:08:02.260Z,32.928,137.82,344.1,6.26,mw,,,,,iscgem,iscgem826814,2022-04-26T22:39:12.667Z,"189 km S of ?yama, Japan",earthquake,,5.2,0.1,,reviewed,iscgem,iscgem
1968-02-25T20:00:32.770Z,37.586,141.65,65.5,5.62,mw,,,,,iscgem,iscgem826722,2022-04-26T22:38:59.203Z,"58 km E of Namie, Japan",earthquake,,5.2,0.37,,reviewed,iscgem,iscgem
1968-02-24T15:34:21.530Z,34.245,139.186,15,5.47,mw,,,,,iscgem,iscgem826673,2022-04-26T22:38:55.208Z,"52 km SSE of Shimoda, Japan",earthquake,,4.9,0.3,,reviewed,iscgem,iscgem
1968-02-21T01:44:54.000Z,32.066,130.712,10,6.16,mw,,,,,iscgem,iscgem826420,2022-04-26T22:38:49.926Z,"8 km E of ?kuchi-shinohara, Japan",earthquake,,4.4,0.43,,reviewed,iscgem,iscgem
1968-02-04T11:00:50.400Z,43.05,147.283,23.5,6.56,mw,,,,,iscgem,iscgem825732,2022-04-26T22:37:57.603Z,"94 km SSE of Shikotan, Russia",earthquake,,3.6,0.34,,reviewed,iscgem,iscgem
1968-02-04T09:10:25.820Z,43.092,147.365,27.7,5.53,mw,,,,,iscgem,iscgem825729,2022-04-26T22:37:50.637Z,"94 km SSE of Shikotan, Russia",earthquake,,5,0.29,,reviewed,iscgem,iscgem
1968-02-03T11:30:46.380Z,43.213,146.87,35.1,5.55,mw,,,,,iscgem,iscgem825701,2022-04-26T22:37:43.911Z,"Kuril Islands",earthquake,,4.5,0.36,,reviewed,iscgem,iscgem
1968-02-01T12:47:25.150Z,43.203,146.986,36,5.6,mw,,,,,iscgem,iscgem825631,2022-04-26T22:37:30.618Z,"69 km SSE of Shikotan, Russia",earthquake,,4,0.45,,reviewed,iscgem,iscgem
1968-01-30T03:01:44.690Z,43.038,147.347,23,5.53,mw,,,,,iscgem,iscgem827840,2022-04-26T22:40:42.947Z,"98 km SSE of Shikotan, Russia",earthquake,,5.1,0.52,,reviewed,iscgem,iscgem
1968-01-30T01:48:28.060Z,43.246,147.701,15,5.93,mw,,,,,iscgem,iscgem827832,2022-04-26T22:40:41.449Z,"100 km SE of Shikotan, Russia",earthquake,,12.6,0.23,,reviewed,iscgem,iscgem
1968-01-29T16:42:51.370Z,43.343,147.259,33,6.1,mw,,,,,iscgem,iscgem827807,2022-04-26T22:40:35.536Z,"66 km SE of Shikotan, Russia",earthquake,,4,0.26,,reviewed,iscgem,iscgem
1968-01-29T10:19:07.620Z,43.566,146.741,36.9,7.37,mw,,,,,iscgem,iscgem827772,2022-04-26T22:40:29.494Z,"25 km S of Shikotan, Russia",earthquake,,5,0.2,,reviewed,iscgem,iscgem
1968-01-07T11:12:31.820Z,33.623,141.938,15,5.96,mw,,,,,iscgem,iscgem827052,2022-04-26T22:39:39.620Z,"225 km SE of Katsuura, Japan",earthquake,,34.3,0.32,,reviewed,iscgem,iscgem
1967-11-28T02:36:56.310Z,32.165,130.844,130.1,5.62,mw,,,,,iscgem,iscgem829793,2022-04-26T22:44:36.373Z,"10 km ESE of Hitoyoshi, Japan",earthquake,,4.9,0.42,,reviewed,iscgem,iscgem
1967-11-26T00:08:12.220Z,28.583,130.138,35,5.7,mw,,,,,iscgem,iscgem829719,2022-04-26T22:44:10.761Z,"68 km ENE of Naze, Japan",earthquake,,8.5,0.2,,reviewed,iscgem,iscgem
1967-11-19T12:07:00.240Z,36.44,141.272,35,5.79,mw,,,,,iscgem,iscgem829507,2022-04-26T22:43:55.967Z,"58 km ESE of Takahagi, Japan",earthquake,,4.6,0.2,,reviewed,iscgem,iscgem
1967-11-09T18:19:36.240Z,35.523,140.228,67.6,5.49,mw,,,,,iscgem,iscgem829217,2022-04-26T22:43:18.741Z,"8 km W of ?ami, Japan",earthquake,,5.3,0.35,,reviewed,iscgem,iscgem
1967-11-04T14:46:03.690Z,43.502,144.261,30,5.59,mw,,,,,iscgem,iscgem829076,2022-04-26T22:42:51.827Z,"38 km SSE of Motomachi, Japan",earthquake,,25,0.3,,reviewed,iscgem,iscgem
1967-11-04T14:30:39.360Z,43.523,144.316,30,6.73,mw,,,,,iscgem,iscgem829073,2022-04-26T22:42:50.855Z,"38 km SSE of Motomachi, Japan",earthquake,,3.9,0.2,,reviewed,iscgem,iscgem
1967-11-04T13:26:47.510Z,37.317,141.846,35,6,mw,,,,,iscgem,iscgem829071,2022-04-26T22:42:45.447Z,"77 km ESE of Namie, Japan",earthquake,,4.6,0.2,,reviewed,iscgem,iscgem
1967-10-23T08:27:07.740Z,28.867,139.191,470.1,5.53,mw,,,,,iscgem,iscgem830567,2022-04-26T22:46:43.932Z,"Bonin Islands, Japan region",earthquake,,6.3,0.3,,reviewed,iscgem,iscgem
1967-10-11T15:52:15.070Z,30.449,142.687,10,5.56,mw,,,,,iscgem,iscgem830219,2022-04-26T22:45:33.891Z,"Izu Islands, Japan region",earthquake,,13,0.26,,reviewed,iscgem,iscgem
1967-09-30T07:57:22.240Z,28.984,129.95,30,5.74,mw,,,,,iscgem,iscgem831791,2022-04-26T22:48:25.363Z,"82 km NE of Naze, Japan",earthquake,,3.8,0.24,,reviewed,iscgem,iscgem
1967-09-19T10:56:10.310Z,43.065,145.297,80,6.1,mw,,,,,iscgem,iscgem831414,2022-04-26T22:47:34.265Z,"Hokkaido, Japan region",earthquake,,4.8,0.4,,reviewed,iscgem,iscgem
1967-09-15T00:28:39.300Z,35.607,140.738,45,5.81,mw,,,,,iscgem,iscgem831273,2022-04-26T22:47:26.079Z,"14 km SSE of Asahi, Japan",earthquake,,4.8,0.33,,reviewed,iscgem,iscgem
1967-08-24T03:21:19.130Z,43.565,147.578,65.9,5.59,mw,,,,,iscgem,iscgem832538,2022-04-26T22:49:03.821Z,"73 km ESE of Shikotan, Russia",earthquake,,5,0.39,,reviewed,iscgem,iscgem
1967-08-13T20:06:52.960Z,35.388,135.43,364.3,6.26,mw,,,,,iscgem,iscgem832232,2022-04-26T22:48:42.638Z,"11 km SE of Maizuru, Japan",earthquake,,5.4,0.1,,reviewed,iscgem,iscgem
1967-08-12T04:30:41.580Z,38.334,142.072,76,5.53,mw,,,,,iscgem,iscgem832173,2022-04-26T22:48:38.846Z,"68 km E of Ishinomaki, Japan",earthquake,,5.1,0.25,,reviewed,iscgem,iscgem
1967-07-08T19:18:22.210Z,37.75,143.784,50,5.27,mw,,,,,iscgem,iscgem833123,2022-04-26T22:50:00.563Z,"230 km ESE of Ishinomaki, Japan",earthquake,,5.1,0.3,,reviewed,iscgem,iscgem
1967-07-04T23:42:14.410Z,43.136,142.67,158.1,5.71,mw,,,,,iscgem,iscgem832985,2022-04-26T22:49:29.955Z,"33 km SE of Shimo-furano, Japan",earthquake,,4.8,0.38,,reviewed,iscgem,iscgem
1967-05-18T23:39:17.650Z,30.848,130.864,58.2,5.51,mw,,,,,iscgem,iscgem835755,2022-04-26T22:54:23.836Z,"18 km NW of Nishinoomote, Japan",earthquake,,5.2,0.26,,reviewed,iscgem,iscgem
1967-05-18T11:22:31.260Z,41.913,144.908,25,5.53,mw,,,,,iscgem,iscgem835735,2022-04-26T22:54:22.319Z,"125 km SSE of Kushiro, Japan",earthquake,,4,0.51,,reviewed,iscgem,iscgem
1967-02-28T09:37:20.380Z,32.608,141.649,25,5.95,mw,,,,,iscgem,iscgem839185,2022-04-26T23:01:09.691Z,"Izu Islands, Japan region",earthquake,,3.8,0.32,,reviewed,iscgem,iscgem
1967-01-24T03:05:40.790Z,41.5,142.2,68,5.7,mw,,,,,iscgem,iscgem840088,2022-04-26T23:03:35.355Z,"85 km ENE of Mutsu, Japan",earthquake,,4.9,0.2,,reviewed,iscgem,iscgem
1967-01-17T11:59:33.540Z,38.244,142.152,45.8,6.59,mw,,,,,iscgem,iscgem839857,2022-04-26T23:02:31.999Z,"76 km ESE of Ishinomaki, Japan",earthquake,,5,0.47,,reviewed,iscgem,iscgem
1967-01-06T00:04:06.720Z,41.878,143.482,39.3,5.94,mw,,,,,iscgem,iscgem839459,2022-04-26T23:02:00.102Z,"105 km ESE of Shizunai-furukawach?, Japan",earthquake,,5.1,0.2,,reviewed,iscgem,iscgem
1966-12-27T01:22:18.680Z,37.126,141.202,55.3,5.6,mw,,,,,iscgem,iscgem841004,2022-04-26T23:05:26.814Z,"29 km ENE of Iwaki, Japan",earthquake,,5,0.34,,reviewed,iscgem,iscgem
1966-11-12T12:49:44.870Z,41.746,144.389,32.5,6.04,mw,,,,,iscgem,iscgem841525,2022-04-26T23:06:47.268Z,"136 km S of Kushiro, Japan",earthquake,,4.6,0.39,,reviewed,iscgem,iscgem
1966-11-01T07:01:01.870Z,43.156,143.518,127.5,5.5,mw,,,,,iscgem,iscgem841192,2022-04-26T23:06:08.527Z,"31 km NE of Otofuke, Japan",earthquake,,5.3,0.68,,reviewed,iscgem,iscgem
1966-10-27T23:46:49.010Z,41.638,142.08,67.9,5.53,mw,,,,,iscgem,iscgem842866,2022-04-26T23:09:06.871Z,"80 km SSW of Shizunai-furukawach?, Japan",earthquake,,5.1,0.49,,reviewed,iscgem,iscgem
1966-10-16T09:13:28.220Z,29.734,142.669,15,5.71,mw,,,,,iscgem,iscgem842540,2022-04-26T23:08:45.696Z,"Izu Islands, Japan region",earthquake,,8.5,0.2,,reviewed,iscgem,iscgem
1966-08-20T09:32:32.140Z,42.981,140.708,159.4,5.8,mw,,,,,iscgem,iscgem844732,2022-04-26T23:12:53.450Z,"16 km E of Iwanai, Japan",earthquake,,5,0.54,,reviewed,iscgem,iscgem
1966-05-23T08:39:45.300Z,30.081,139.992,20,5.66,mw,,,,,iscgem,iscgem847725,2022-04-26T23:18:58.920Z,"Izu Islands, Japan region",earthquake,,4.5,0.2,,reviewed,iscgem,iscgem
1966-05-14T17:03:54.920Z,34.023,138.983,10,5.73,mw,,,,,iscgem,iscgem847467,2022-04-26T23:18:20.281Z,"72 km S of Shimoda, Japan",earthquake,,4.9,0.2,,reviewed,iscgem,iscgem
1966-04-21T17:36:48.150Z,35.6,142.037,10.9,5.91,mw,,,,,iscgem,iscgem848601,2022-04-26T23:22:21.335Z,"109 km E of Hasaki, Japan",earthquake,,14.6,0.26,,reviewed,iscgem,iscgem
1966-04-21T15:45:21.090Z,35.581,142.171,10,5.99,mw,,,,,iscgem,iscgem848596,2022-04-26T23:22:15.948Z,"122 km E of Hasaki, Japan",earthquake,,14.6,0.39,,reviewed,iscgem,iscgem
1966-04-03T04:43:39.890Z,36.617,141.121,48.5,5.67,mw,,,,,iscgem,iscgem848041,2022-04-26T23:20:04.047Z,"37 km ESE of Takahagi, Japan",earthquake,,5,0.2,,reviewed,iscgem,iscgem
1966-03-21T06:29:00.540Z,26.111,129.242,15,5.55,mw,,,,,iscgem,iscgem849443,2022-04-26T23:24:13.701Z,"137 km ESE of Nago, Japan",earthquake,,8.2,0.2,,reviewed,iscgem,iscgem
1966-02-28T13:35:42.630Z,29.244,130.344,45,5.95,mw,,,,,iscgem,iscgem850553,2022-04-26T23:27:31.023Z,"110 km S of Yudomari, Japan",earthquake,,6.1,0.29,,reviewed,iscgem,iscgem
1966-02-10T05:29:15.590Z,31.193,142.001,35,5.83,mw,,,,,iscgem,iscgem850066,2022-04-26T23:27:01.552Z,"Izu Islands, Japan region",earthquake,,15.1,0.2,,reviewed,iscgem,iscgem
1966-01-20T01:44:47.770Z,37.883,138.151,10,5.77,mw,,,,,iscgem,iscgem851021,2022-04-26T23:28:06.406Z,"33 km SW of Ry?tsu-minato, Japan",earthquake,,6.6,0.68,,reviewed,iscgem,iscgem
1966-01-11T14:16:32.340Z,33.675,137.244,15,6.03,mw,,,,,iscgem,iscgem850781,2022-04-26T23:27:58.405Z,"97 km SSE of Toba, Japan",earthquake,,16.9,0.37,,reviewed,iscgem,iscgem
1966-01-11T14:06:17.560Z,33.643,137.232,15,5.3,mw,,,,,iscgem,iscgem850779,2022-04-26T23:27:57.190Z,"99 km SSE of Toba, Japan",earthquake,,16.9,0.4,,reviewed,iscgem,iscgem
1965-12-28T20:32:27.390Z,27.863,141.992,45,5.79,mw,,,,,iscgem,iscgem852030,2022-04-26T23:30:18.659Z,"Bonin Islands, Japan region",earthquake,,4.9,0.2,,reviewed,iscgem,iscgem
1965-11-27T08:42:24.510Z,33.011,141.079,60,5.63,mw,,,,,iscgem,iscgem852723,2022-04-26T23:31:41.045Z,"245 km SSE of Tateyama, Japan",earthquake,,9.7,0.33,,reviewed,iscgem,iscgem
1965-11-26T00:17:18.390Z,32.144,140.978,49.7,5.53,mw,,,,,iscgem,iscgem852683,2022-04-26T23:31:37.907Z,"Izu Islands, Japan region",earthquake,,5,0.25,,reviewed,iscgem,iscgem
1965-11-14T05:54:13.960Z,36.514,141.229,40,5.65,mw,,,,,iscgem,iscgem852431,2022-04-26T23:30:39.488Z,"51 km ESE of Takahagi, Japan",earthquake,,4.9,0.4,,reviewed,iscgem,iscgem
1965-11-12T17:52:24.590Z,30.628,140.23,20,6.4,mw,,,,,iscgem,iscgem852381,2022-04-26T23:30:33.907Z,"Izu Islands, Japan region",earthquake,,3.7,0.4,,reviewed,iscgem,iscgem
1965-09-25T14:53:34.510Z,39.626,143.357,27.5,5.65,mw,,,,,iscgem,iscgem854110,2022-04-26T23:34:29.200Z,"121 km E of Miyako, Japan",earthquake,,3.9,0.2,,reviewed,iscgem,iscgem
1965-09-25T14:37:16.380Z,39.656,143.427,35.6,5.5,mw,,,,,iscgem,iscgem854108,2022-04-26T23:34:23.633Z,"127 km E of Miyako, Japan",earthquake,,5,0.44,,reviewed,iscgem,iscgem
1965-09-22T22:08:01.470Z,36.395,141.46,35,6.28,mw,,,,,iscgem,iscgem854045,2022-04-26T23:34:12.671Z,"75 km ESE of Takahagi, Japan",earthquake,,7.7,0.49,,reviewed,iscgem,iscgem
1965-09-17T16:21:20.190Z,36.27,141.361,35,6.83,mw,,,,,iscgem,iscgem853920,2022-04-26T23:34:04.452Z,"69 km E of ?arai, Japan",earthquake,,4.6,0.44,,reviewed,iscgem,iscgem
1965-09-17T15:18:36.590Z,36.245,141.53,35,5.86,mw,,,,,iscgem,iscgem853917,2022-04-26T23:34:03.307Z,"84 km NE of Hasaki, Japan",earthquake,,4.7,0.2,,reviewed,iscgem,iscgem
1965-09-17T14:22:38.790Z,36.269,141.533,35,5.84,mw,,,,,iscgem,iscgem853914,2022-04-26T23:34:02.075Z,"85 km E of ?arai, Japan",earthquake,,4.6,0.36,,reviewed,iscgem,iscgem
1965-09-17T13:20:58.510Z,36.299,141.587,38.1,5.55,mw,,,,,iscgem,iscgem853911,2022-04-26T23:34:00.128Z,"90 km E of ?arai, Japan",earthquake,,5.1,0.45,,reviewed,iscgem,iscgem
1965-07-25T13:33:04.980Z,41.278,146.682,15,5.63,mw,,,,,iscgem,iscgem855589,2022-04-26T23:37:18.772Z,"244 km SSE of Nemuro, Japan",earthquake,,25,0.2,,reviewed,iscgem,iscgem
1965-06-13T07:06:15.790Z,41.705,143.727,38.1,6.1,mw,,,,,iscgem,iscgem856098,2022-04-26T23:38:10.847Z,"132 km ESE of Shizunai-furukawach?, Japan",earthquake,,4.9,0.2,,reviewed,iscgem,iscgem
1965-05-31T08:38:07.690Z,35.819,139.906,111.8,5.66,mw,,,,,iscgem,iscgem857299,2022-04-26T23:40:23.598Z,"4 km S of Nagareyama, Japan",earthquake,,5.2,0.3,,reviewed,iscgem,iscgem
1965-05-18T22:46:33.180Z,43.529,146.732,45,5.55,mw,,,,,iscgem,iscgem856963,2022-04-26T23:40:03.524Z,"30 km S of Shikotan, Russia",earthquake,,28.1,0.31,,reviewed,iscgem,iscgem
1965-04-19T23:42:00.970Z,34.848,138.332,35,5.97,mw,,,,,iscgem,iscgem857881,2022-04-26T23:41:29.499Z,"2 km SSE of Yaizu, Japan",earthquake,,6.9,0.2,,reviewed,iscgem,iscgem
1965-04-12T20:41:17.930Z,30.317,138.702,421.7,5.64,mw,,,,,iscgem,iscgem857712,2022-04-26T23:41:20.321Z,"Izu Islands, Japan region",earthquake,,6.1,0.21,,reviewed,iscgem,iscgem
1965-04-06T05:31:59.260Z,36.083,139.968,50,5.71,mw,,,,,iscgem,iscgem857506,2022-04-26T23:40:49.484Z,"3 km S of Ishige, Japan",earthquake,,4.8,0.6,,reviewed,iscgem,iscgem
1965-03-29T10:47:38.650Z,40.687,142.915,30,6.4,mw,,,,,iscgem,iscgem858966,2022-04-26T23:43:29.804Z,"121 km E of Hachinohe, Japan",earthquake,,4,0.3,,reviewed,iscgem,iscgem
1965-03-16T16:46:17.450Z,40.697,143.032,32.1,6.4,mw,,,,,iscgem,iscgem858655,2022-04-26T23:43:00.258Z,"131 km E of Hachinohe, Japan",earthquake,,4.5,0.3,,reviewed,iscgem,iscgem
1965-02-16T12:24:10.240Z,38.908,142.095,53.5,5.71,mw,,,,,iscgem,iscgem860246,2022-04-26T23:47:19.504Z,"37 km ESE of ?funato, Japan",earthquake,,15.9,0.2,,reviewed,iscgem,iscgem
1965-01-26T23:47:37.120Z,35.99,139.81,81.8,5.56,mw,,,,,iscgem,iscgem861390,2022-04-26T23:50:13.059Z,"near the south coast of Honshu, Japan",earthquake,,5,0.2,,reviewed,iscgem,iscgem
1964-12-30T15:27:27.140Z,31.386,139.227,255.8,5.62,mw,,,,,iscgemsup,iscgemsup862323,2022-05-09T19:22:26.822Z,"Izu Islands, Japan region",earthquake,,5.3,0.8,,reviewed,iscgemsup,iscgemsup
1964-12-10T15:11:07.410Z,40.41,139.128,30,6.35,mw,,,,,iscgem,iscgem861742,2022-04-26T23:51:04.731Z,"79 km WNW of Noshiro, Japan",earthquake,,3.9,0.2,,reviewed,iscgem,iscgem
1964-12-08T17:49:45.290Z,34.652,139.345,10,5.86,mw,,,,,iscgem,iscgem861698,2022-04-26T23:50:45.802Z,"36 km E of Shimoda, Japan",earthquake,,5.6,0.2,,reviewed,iscgem,iscgem
1964-11-27T13:47:41.520Z,37.875,138.485,15,5.95,mw,,,,,iscgem,iscgem863099,2022-04-26T23:54:42.677Z,"22 km S of Ry?tsu-minato, Japan",earthquake,,6.1,0.2,,reviewed,iscgem,iscgem
1964-11-14T03:56:07.420Z,33.458,132.012,67.9,5.71,mw,,,,,iscgemsup,iscgemsup862713,2022-05-09T19:22:27.894Z,"36 km E of Kitsuki, Japan",earthquake,,4.8,0.87,,reviewed,iscgemsup,iscgemsup
1964-09-08T13:39:54.800Z,29.075,142.369,15,5.59,mw,,,,,iscgem,iscgem864249,2022-04-26T23:57:55.709Z,"Izu Islands, Japan region",earthquake,,7.4,0.54,,reviewed,iscgem,iscgem
1964-08-08T14:59:41.930Z,31.762,140.554,100,5.92,mw,,,,,iscgem,iscgem865004,2022-04-26T23:59:09.483Z,"Izu Islands, Japan region",earthquake,,4.9,0.3,,reviewed,iscgem,iscgem
1964-07-12T01:45:27.620Z,38.616,139.304,12.5,5.98,mw,,,,,iscgem,iscgem865966,2022-04-27T00:01:14.135Z,"45 km NNW of Murakami, Japan",earthquake,,3.7,0.2,,reviewed,iscgem,iscgem
1964-06-23T01:26:38.310Z,43.222,146.159,71.3,7.12,mw,,,,,iscgemsup,iscgemsup867135,2022-05-09T19:22:31.885Z,"48 km ESE of Nemuro, Japan",earthquake,,4.9,1.57,,reviewed,iscgemsup,iscgemsup
1964-06-19T10:05:36.730Z,38.806,139.507,17.5,5.73,mw,,,,,iscgem,iscgem867034,2022-04-27T00:04:48.967Z,"28 km WNW of Tsuruoka, Japan",earthquake,,3.5,0.28,,reviewed,iscgem,iscgem
1964-06-16T07:14:58.780Z,38.406,139.387,15,6.24,mw,,,,,iscgem,iscgem866871,2022-04-27T00:04:31.453Z,"20 km NNW of Murakami, Japan",earthquake,,5.5,0.2,,reviewed,iscgem,iscgem
1964-06-16T06:53:06.480Z,38.67,139.195,10,6.45,mw,,,,,iscgem,iscgem866869,2022-04-27T00:04:25.648Z,"54 km NNW of Murakami, Japan",earthquake,,3.6,0.3,,reviewed,iscgem,iscgem
1964-06-16T04:17:40.100Z,38.725,139.184,15,5.65,mw,,,,,iscgem,iscgem866845,2022-04-27T00:04:22.225Z,"55 km W of Tsuruoka, Japan",earthquake,,6.5,0.28,,reviewed,iscgem,iscgem
1964-06-16T04:01:43.570Z,38.399,139.29,15,7.6,mw,,,,,iscgem,iscgem866844,2022-04-27T00:04:18.592Z,"24 km NW of Murakami, Japan",earthquake,,3.5,0.3,,reviewed,iscgem,iscgem
1964-05-31T00:40:38.830Z,43.527,147.063,48.6,6.73,mw,,,,,iscgem,iscgem868154,2022-04-27T00:08:31.617Z,"40 km SE of Shikotan, Russia",earthquake,,5.1,0.22,,reviewed,iscgem,iscgem
1964-05-30T14:30:46.570Z,36.164,141.361,45.6,6.22,mw,,,,,iscgem,iscgem868145,2022-04-27T00:08:30.466Z,"67 km NE of Hasaki, Japan",earthquake,,5.1,0.36,,reviewed,iscgem,iscgem
1964-05-24T10:31:24.120Z,34.355,141.032,14.9,5.79,mw,,,,,iscgem,iscgem867999,2022-04-27T00:07:52.805Z,"109 km SE of Katsuura, Japan",earthquake,,3.7,0.23,,reviewed,iscgem,iscgem
1964-05-10T05:39:41.150Z,29.085,141.958,35,5.51,mw,,,,,iscgem,iscgem867623,2022-04-27T00:06:28.865Z,"Izu Islands, Japan region",earthquake,,4.5,0.45,,reviewed,iscgem,iscgem
